Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status
Female,35,No,0,Bellflower,0,4,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,77.5,0.0,0,150.64,Churned
Male,59,Yes,3,San Diego,1,15,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,288.05,0.0,0,467.1,Churned
Female,32,No,0,Nicolaus,0,1,Yes,No,Yes,Cable,26.0,No,No,No,No,No,Yes,Month-to-Month,45.4,0.0,0,38.31,Churned
Male,75,No,0,Escondido,0,31,Yes,Yes,Yes,Fiber Optic,24.0,No,No,Yes,No,No,No,Two Year,2845.15,0.0,100,1448.01,Stayed
Male,29,No,0,National City,0,41,Yes,No,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,4220.35,0.0,0,887.24,Stayed
Male,31,Yes,3,Riverside,4,67,Yes,No,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6895.5,0.0,0,888.42,Stayed
Male,50,No,0,Hood,0,17,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,369.05,0.0,0,668.78,Stayed
Female,56,Yes,3,Davis,1,48,Yes,No,Yes,DSL,57.0,Yes,No,No,Yes,Yes,No,Two Year,3238.4,0.0,30,213.6,Stayed
Male,31,No,0,Waterford,0,1,Yes,No,Yes,DSL,26.0,No,No,No,No,No,No,Month-to-Month,45.05,0.0,70,13.84,Churned
Female,75,Yes,3,Julian,3,28,No,No,Yes,DSL,58.0,No,No,Yes,No,No,No,One Year,973.65,0.0,40,0.0,Stayed
Female,41,No,2,Beverly Hills,0,9,Yes,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,857.25,0.0,0,244.89,Churned
Male,79,No,0,Valley Center,0,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1766.75,0.0,0,337.25,Stayed
Female,24,Yes,0,El Centro,4,26,No,No,Yes,DSL,51.0,Yes,No,No,No,No,Yes,One Year,978.6,0.0,0,0.0,Stayed
Female,45,No,1,Laguna Niguel,0,1,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,24.0,0.0,0,32.95,Stayed
Female,68,Yes,0,Fallbrook,9,11,Yes,No,Yes,Fiber Optic,2.0,No,Yes,Yes,No,No,Yes,One Year,880.05,0.0,0,320.65,Stayed
Male,28,No,0,Redcrest,0,13,Yes,No,Yes,DSL,59.0,No,Yes,No,No,Yes,Yes,Month-to-Month,610.75,0.0,0,441.35,Stayed
Male,34,Yes,0,Topaz,2,71,Yes,No,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,5832.65,0.0,0,2002.91,Stayed
Female,34,Yes,0,Fresno,1,4,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,93.45,0.0,0,116.56,Stayed
Male,79,No,0,Yuba City,0,9,Yes,Yes,Yes,DSL,7.0,No,No,No,No,No,Yes,Month-to-Month,494.05,0.0,0,22.05,Churned
Male,61,Yes,2,Norwalk,3,53,Yes,No,Yes,DSL,16.0,No,Yes,Yes,No,No,Yes,Two Year,3729.6,0.0,0,1679.57,Stayed
Female,37,Yes,0,Cassel,1,58,Yes,Yes,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,Month-to-Month,5435.6,0.0,0,211.7,Churned
Female,40,Yes,0,San Mateo,8,10,Yes,No,Yes,DSL,5.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,808.5,0.0,0,310.9,Stayed
Female,36,No,0,Whittier,0,43,Yes,No,Yes,Fiber Optic,12.0,Yes,No,Yes,No,No,Yes,Month-to-Month,3954.1,0.0,0,1141.65,Stayed
Male,46,No,0,Mcarthur,0,2,Yes,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,Yes,Month-to-Month,152.45,0.0,0,32.28,Churned
Female,53,No,0,Santa Barbara,0,4,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,68.45,0.0,0,5.2,Stayed
Female,56,Yes,0,Surfside,5,65,Yes,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Two Year,6416.7,0.0,0,858.0,Stayed
Female,29,No,2,Winton,0,13,Yes,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,One Year,1299.1,2.76,0,155.87,Stayed
Male,29,Yes,0,Penn Valley,3,49,Yes,Yes,Yes,Cable,52.0,No,No,No,No,No,Yes,One Year,2633.95,0.0,0,2067.31,Stayed
Female,44,Yes,0,Cutler,8,8,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,146.6,0.0,0,136.72,Stayed
Male,64,Yes,2,Van Nuys,1,72,Yes,Yes,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6397.6,0.0,0,1485.36,Stayed
Female,22,Yes,0,Sacramento,1,4,Yes,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Month-to-Month,302.75,0.0,40,177.12,Churned
Male,50,No,0,June Lake,0,66,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1253.8,0.0,0,3005.64,Stayed
Female,73,No,0,Willows,0,43,No,No,Yes,DSL,18.0,No,No,No,No,No,No,Two Year,1500.25,0.0,40,0.0,Stayed
Male,79,Yes,0,Camarillo,5,52,Yes,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,No,Yes,One Year,5481.25,0.0,0,2028.0,Stayed
Female,25,No,0,Goodyears Bar,0,61,Yes,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,7365.7,0.0,0,2365.58,Stayed
Male,23,No,0,Hemet,0,69,Yes,Yes,Yes,DSL,46.0,Yes,Yes,Yes,No,No,No,Two Year,5502.55,0.0,80,1825.05,Stayed
Male,62,Yes,3,Los Angeles,8,70,Yes,Yes,Yes,Fiber Optic,53.0,No,No,Yes,No,No,Yes,Month-to-Month,6669.05,0.0,0,2266.6,Stayed
Male,43,No,0,Berkeley,0,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1898.1,0.0,0,2774.68,Stayed
Male,72,Yes,0,San Diego,1,10,Yes,No,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,Month-to-Month,934.1,0.0,100,111.2,Churned
Male,58,No,0,Sacramento,0,69,Yes,Yes,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,7348.8,0.0,0,1854.72,Churned
Male,37,Yes,1,Soda Springs,1,46,Yes,No,Yes,Cable,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,3846.35,0.0,0,2113.7,Stayed
Female,57,No,0,Aliso Viejo,0,28,Yes,No,Yes,DSL,11.0,No,Yes,No,No,No,Yes,One Year,1654.7,0.0,0,316.96,Stayed
Female,55,No,0,Santa Ana,0,11,Yes,No,Yes,Cable,23.0,Yes,Yes,No,Yes,Yes,Yes,One Year,697.25,0.0,0,55.0,Stayed
Male,73,Yes,0,Riverside,9,61,Yes,Yes,Yes,DSL,20.0,No,No,No,Yes,Yes,Yes,One Year,3902.6,0.0,0,2088.64,Stayed
Female,20,No,0,Orange,0,3,No,No,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Month-to-Month,108.95,0.0,0,0.0,Churned
Male,55,No,0,Pleasant Grove,0,6,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,Yes,Month-to-Month,494.95,0.0,0,177.12,Stayed
Male,57,No,0,Richgrove,0,3,Yes,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,313.6,0.0,0,142.5,Stayed
Female,78,No,0,Fontana,0,22,Yes,No,Yes,DSL,28.0,Yes,Yes,No,Yes,Yes,Yes,One Year,1545.4,0.0,0,1099.56,Stayed
Female,40,No,0,Wheatland,0,52,No,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,3038.55,0.0,0,0.0,Stayed
Male,35,Yes,0,El Segundo,8,72,Yes,No,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6033.1,0.0,0,2524.32,Stayed
Female,45,No,0,Princeton,0,29,Yes,No,Yes,DSL,19.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1970.5,0.0,0,29.58,Churned
Male,52,No,0,Brisbane,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.4,0.0,0,3.14,Churned
Male,40,Yes,2,El Nido,9,50,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,938.95,0.0,0,1349.0,Stayed
Female,30,Yes,1,Lakewood,3,7,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,150.75,0.0,0,40.88,Stayed
Female,61,No,0,Weimar,0,40,Yes,No,Yes,Cable,6.0,Yes,No,No,No,No,Yes,One Year,2023.55,0.0,0,931.2,Stayed
Female,35,No,0,Covina,0,12,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,260.7,0.0,0,320.04,Stayed
Female,33,No,0,Escondido,0,9,Yes,No,Yes,Cable,20.0,No,Yes,Yes,No,No,Yes,Month-to-Month,530.05,0.0,0,352.71,Stayed
Female,52,No,0,San Mateo,0,8,Yes,No,Yes,DSL,6.0,No,Yes,No,No,No,Yes,Month-to-Month,408.25,0.0,0,167.2,Stayed
Female,48,Yes,0,Richmond,10,72,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,No,No,Yes,Two Year,7334.05,0.0,0,3000.96,Stayed
Male,34,Yes,0,Ladera Ranch,7,71,Yes,Yes,Yes,DSL,5.0,No,Yes,Yes,No,No,Yes,Two Year,5357.75,0.0,0,2441.69,Stayed
Male,54,Yes,0,Palo Alto,3,72,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1304.8,0.0,0,187.92,Stayed
Female,41,Yes,2,Pebble Beach,9,34,Yes,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,2839.45,0.0,0,309.06,Stayed
Male,60,No,0,Baker,0,24,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,592.65,0.0,0,1135.92,Stayed
Female,58,Yes,0,Newport Beach,2,56,Yes,Yes,Yes,DSL,8.0,Yes,No,No,Yes,Yes,Yes,One Year,3808.0,0.0,0,2400.16,Stayed
Female,78,No,0,San Rafael,0,52,Yes,Yes,Yes,DSL,3.0,Yes,No,No,No,No,Yes,Two Year,3103.25,19.16,0,1768.0,Stayed
Female,53,Yes,3,Oro Grande,8,55,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1210.3,0.0,0,2118.05,Stayed
Female,47,Yes,1,Sacramento,5,69,Yes,No,Yes,DSL,19.0,Yes,Yes,No,No,No,Yes,One Year,4134.7,0.0,0,999.12,Stayed
Female,61,Yes,0,Ione,2,68,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,7553.6,0.0,0,3175.6,Stayed
Female,41,No,0,San Francisco,0,1,Yes,No,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,90.6,0.0,0,31.68,Churned
Female,48,No,1,North San Juan,0,63,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1215.1,0.0,0,1532.16,Stayed
Female,57,Yes,0,San Juan Capistrano,7,50,Yes,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,One Year,5232.9,0.0,0,1039.5,Stayed
Male,46,Yes,0,Bakersfield,1,72,Yes,Yes,Yes,Cable,6.0,Yes,Yes,No,No,No,Yes,Two Year,4804.65,0.0,0,1117.44,Stayed
Male,40,Yes,1,Winterhaven,1,70,Yes,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,7554.05,0.0,0,2819.6,Stayed
Female,40,Yes,3,Glencoe,6,39,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,757.95,0.0,0,620.49,Stayed
Female,74,No,0,San Diego,0,2,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,139.05,0.0,0,26.34,Churned
Female,37,No,2,Oakland,0,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,57.4,0.0,0,33.81,Stayed
Female,20,Yes,1,Napa,1,52,Yes,Yes,Yes,Fiber Optic,52.0,Yes,No,Yes,Yes,Yes,Yes,One Year,5301.1,0.0,0,2329.08,Stayed
Male,78,No,0,Bridgeville,0,33,Yes,Yes,Yes,Fiber Optic,2.0,Yes,No,No,No,No,Yes,Month-to-Month,2716.3,0.0,0,1271.49,Churned
Male,45,Yes,0,Witter Springs,3,20,Yes,No,Yes,DSL,18.0,No,Yes,No,Yes,Yes,No,One Year,1274.45,0.0,100,675.6,Stayed
Female,28,Yes,0,Red Bluff,4,70,Yes,No,Yes,DSL,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,5717.85,0.0,0,2784.6,Stayed
Female,26,No,0,San Leandro,0,37,Yes,Yes,Yes,Fiber Optic,82.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,3541.4,0.0,0,1667.22,Stayed
Female,73,No,0,Fullerton,0,7,Yes,No,Yes,Cable,18.0,No,No,No,No,No,Yes,Two Year,419.35,0.0,0,77.07,Stayed
Female,75,Yes,0,Chula Vista,1,56,Yes,Yes,Yes,Cable,18.0,Yes,Yes,No,No,No,Yes,One Year,4014.0,0.0,0,1501.92,Stayed
Female,43,Yes,0,Nipton,6,57,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1115.6,0.0,0,2557.02,Stayed
Male,39,No,3,Gazelle,0,48,Yes,Yes,Yes,Cable,53.0,Yes,No,No,No,No,Yes,One Year,3035.35,0.0,0,1259.52,Stayed
Male,39,Yes,3,Boonville,4,56,Yes,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,No,No,Yes,Month-to-Month,5432.2,0.0,0,1317.12,Stayed
Male,29,Yes,0,Sierraville,1,19,Yes,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,One Year,1875.55,0.0,0,112.67,Churned
Male,68,Yes,0,Livermore,4,62,Yes,Yes,Yes,Fiber Optic,3.0,Yes,No,No,No,No,Yes,Month-to-Month,5618.3,0.0,0,295.12,Stayed
Female,38,Yes,0,Gonzales,3,23,Yes,No,Yes,DSL,29.0,Yes,Yes,No,Yes,Yes,Yes,One Year,1689.45,0.0,0,721.97,Stayed
Male,28,Yes,3,Burbank,9,29,Yes,No,Yes,DSL,73.0,No,No,No,Yes,Yes,Yes,Month-to-Month,1834.15,0.0,0,40.89,Stayed
Male,30,No,0,Milpitas,0,29,Yes,No,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,2243.9,2.24,0,107.01,Stayed
Male,56,No,0,Sierraville,0,2,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,Month-to-Month,134.7,0.0,0,75.44,Churned
Male,55,No,0,San Diego,0,1,Yes,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Month-to-Month,75.45,0.0,0,11.58,Churned
Male,44,No,0,Escondido,0,3,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,Month-to-Month,228.4,0.0,10,115.14,Churned
Female,63,Yes,3,Angwin,1,21,Yes,No,Yes,Cable,30.0,No,No,Yes,No,No,Yes,One Year,1215.45,0.0,0,750.12,Stayed
Male,21,No,0,Orange,0,16,Yes,No,Yes,Fiber Optic,82.0,No,Yes,No,No,No,Yes,Month-to-Month,1170.5,0.0,0,613.12,Stayed
Female,32,Yes,1,Pacoima,10,16,Yes,No,Yes,Cable,30.0,No,Yes,No,Yes,Yes,Yes,Two Year,1114.85,0.0,0,321.92,Stayed
Female,37,Yes,0,Randsburg,1,5,Yes,No,Yes,Cable,27.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,454.15,0.0,0,207.85,Churned
Female,30,No,0,Sunnyvale,0,18,Yes,No,Yes,DSL,69.0,Yes,No,No,No,No,No,Month-to-Month,892.7,0.0,50,311.94,Stayed
Female,24,Yes,0,Irvine,8,33,Yes,No,Yes,Cable,27.0,Yes,No,No,No,No,Yes,One Year,1955.4,0.0,0,290.07,Stayed
Male,37,Yes,3,Frazier Park,7,35,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,655.3,38.61,0,411.25,Stayed
Male,24,Yes,0,Los Angeles,2,71,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1730.65,0.0,0,2386.31,Stayed
Male,19,Yes,0,Mission Viejo,3,71,Yes,No,Yes,Cable,58.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,4973.4,0.0,0,172.53,Stayed
Female,21,Yes,1,Pine Valley,6,33,Yes,Yes,Yes,Fiber Optic,73.0,Yes,Yes,No,No,Yes,Yes,Month-to-Month,2888.7,0.0,0,363.33,Stayed
Male,42,No,0,Helm,0,22,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,475.1,0.0,0,227.92,Stayed
Female,49,No,0,Santa Monica,0,68,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1386.9,0.0,0,192.44,Stayed
Male,26,No,3,Palo Alto,0,27,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,552.9,0.0,0,467.1,Stayed
Female,64,No,0,Los Angeles,0,6,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,123.65,0.0,0,259.08,Stayed
Male,31,Yes,1,San Clemente,10,70,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1782.05,0.0,0,653.1,Stayed
Female,35,Yes,0,Orangevale,10,49,Yes,Yes,Yes,Fiber Optic,12.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,5174.35,0.0,0,1992.83,Stayed
Male,72,Yes,0,Dixon,6,44,Yes,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,No,No,Yes,Two Year,4040.2,0.0,0,644.6,Stayed
Female,44,No,3,Manteca,0,2,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,38.25,0.0,0,62.02,Stayed
Male,45,No,0,Rialto,0,1,Yes,No,Yes,DSL,16.0,No,No,No,No,No,Yes,Month-to-Month,44.45,0.0,0,23.34,Stayed
Male,45,Yes,2,San Jose,9,26,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,515.75,0.0,0,1139.84,Stayed
Male,33,No,0,Santa Maria,0,46,No,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,2893.4,0.0,0,0.0,Stayed
Female,60,No,0,Cayucos,0,10,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,163.2,0.0,0,410.4,Stayed
Male,41,No,0,Linden,0,1,No,No,Yes,DSL,6.0,No,No,No,No,No,No,Month-to-Month,31.35,0.0,80,0.0,Churned
Male,21,No,2,Davenport,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,20.25,0.0,0,47.25,Stayed
Male,76,Yes,0,Sherman Oaks,1,6,Yes,No,Yes,Fiber Optic,25.0,No,No,No,Yes,No,Yes,Month-to-Month,519.15,0.0,0,242.64,Churned
Male,55,No,0,River Pines,0,32,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,607.7,0.0,0,1328.64,Stayed
Female,29,No,0,Carmichael,0,60,No,No,Yes,DSL,73.0,Yes,No,No,Yes,Yes,Yes,One Year,2773.9,0.0,0,0.0,Stayed
Male,51,No,0,Fremont,0,1,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,Yes,Month-to-Month,69.9,0.0,0,45.66,Churned
Female,55,Yes,3,West Covina,1,6,Yes,No,Yes,Cable,20.0,No,No,No,No,No,No,Month-to-Month,365.35,0.0,30,87.06,Churned
Female,44,Yes,0,Earp,10,23,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,415.1,0.0,0,409.86,Stayed
Female,49,Yes,0,Cassel,1,72,Yes,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6520.8,29.11,0,2756.16,Stayed
Female,34,No,0,Moraga,0,11,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Month-to-Month,888.65,0.0,0,371.69,Stayed
Female,52,Yes,2,National City,9,5,No,No,Yes,DSL,19.0,No,Yes,No,No,No,Yes,Month-to-Month,163.55,0.0,0,0.0,Stayed
Male,54,No,0,Biola,0,19,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1931.75,0.0,0,41.61,Churned
Female,43,Yes,2,Shafter,4,72,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1857.85,0.0,0,2564.64,Stayed
Male,62,No,0,San Diego,0,1,Yes,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Month-to-Month,69.4,0.0,0,38.53,Churned
Male,30,Yes,0,Grand Terrace,0,35,Yes,Yes,Yes,Fiber Optic,51.0,No,Yes,No,Yes,Yes,No,Month-to-Month,3161.2,0.0,20,869.05,Stayed
Male,54,Yes,2,Pomona,2,58,Yes,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,5563.65,0.0,0,290.58,Stayed
Female,67,Yes,0,Castaic,1,50,Yes,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,No,No,No,Month-to-Month,4888.7,0.0,50,1578.0,Churned
Female,27,No,0,Canby,0,13,Yes,Yes,Yes,Fiber Optic,42.0,No,No,No,Yes,Yes,Yes,Month-to-Month,1115.2,0.0,0,467.48,Churned
Female,56,No,2,Sunland,0,72,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1567.0,25.98,0,1095.12,Stayed
Male,55,No,0,San Leandro,0,56,Yes,No,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4534.45,0.0,0,2764.16,Stayed
Male,42,No,0,Alleghany,0,9,Yes,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Month-to-Month,657.5,0.0,0,434.25,Stayed
Male,23,Yes,0,San Diego,1,3,Yes,No,Yes,Cable,51.0,Yes,No,No,No,No,Yes,Month-to-Month,168.15,0.0,0,40.62,Churned
Female,74,Yes,0,Lincoln,3,67,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,One Year,7112.15,0.0,0,797.97,Stayed
Male,37,Yes,3,Mountain View,1,31,Yes,Yes,Yes,Fiber Optic,57.0,Yes,Yes,No,No,No,Yes,Month-to-Month,2823.0,0.0,0,643.56,Stayed
Female,25,No,0,San Ysidro,0,13,Yes,Yes,Yes,Fiber Optic,48.0,No,No,No,No,Yes,Yes,Month-to-Month,999.45,0.0,0,78.39,Churned
Male,56,No,0,Sacramento,0,31,Yes,No,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,2979.2,0.0,0,1423.52,Stayed
Female,32,Yes,1,Bonita,0,70,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1411.2,0.0,0,1879.5,Stayed
Male,54,No,0,Loleta,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,19.5,0.0,0,8.02,Stayed
Female,60,Yes,0,Rowland Heights,1,45,Yes,No,Yes,Cable,26.0,No,Yes,No,No,No,Yes,One Year,2319.8,0.0,0,1891.8,Churned
Female,27,Yes,2,Meridian,7,55,Yes,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,Yes,One Year,4213.9,0.0,0,1842.5,Stayed
Male,74,No,0,Fowler,0,15,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,Yes,Month-to-Month,1133.9,43.31,0,352.95,Churned
Female,49,No,0,Oak Run,0,1,Yes,No,Yes,DSL,22.0,No,No,No,Yes,Yes,Yes,Month-to-Month,56.25,0.0,0,26.14,Churned
Male,71,Yes,0,Upland,7,34,Yes,No,Yes,Fiber Optic,18.0,No,Yes,Yes,No,No,Yes,One Year,3128.8,0.0,0,900.66,Stayed
Female,80,No,0,Riverside,0,18,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,Yes,Month-to-Month,1505.85,0.0,0,42.48,Churned
Female,42,Yes,0,Lamont,1,32,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,593.2,0.0,0,1448.32,Stayed
Male,58,Yes,0,Caspar,0,72,Yes,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,8424.9,0.0,0,3104.64,Stayed
Male,40,Yes,0,Corcoran,1,70,Yes,Yes,Yes,DSL,2.0,Yes,Yes,Yes,No,No,Yes,Two Year,5536.5,0.0,0,2754.5,Stayed
Female,47,Yes,0,Cambria,9,49,Yes,Yes,Yes,DSL,30.0,Yes,No,No,Yes,Yes,Yes,One Year,3472.05,0.0,0,1229.9,Stayed
Female,61,Yes,0,Valley Village,1,2,Yes,No,Yes,Cable,23.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,147.8,0.0,0,54.82,Stayed
Female,20,Yes,2,Mill Valley,1,37,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,683.75,0.0,0,99.16,Stayed
Male,79,No,0,Jolon,0,32,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,587.7,0.0,0,828.48,Stayed
Female,61,No,0,Pasadena,0,32,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,654.55,0.0,0,1151.04,Stayed
Female,32,No,3,Huntington Park,0,1,Yes,No,Yes,Fiber Optic,57.0,No,No,Yes,No,No,Yes,Month-to-Month,79.35,0.0,0,13.13,Churned
Male,19,No,0,Santa Ana,0,2,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,42.7,0.0,0,80.56,Stayed
Male,40,Yes,0,Stonyford,0,64,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Month-to-Month,4764.0,21.9,0,3098.24,Stayed
Female,20,Yes,0,Seal Beach,1,19,Yes,Yes,Yes,Fiber Optic,47.0,Yes,No,No,Yes,Yes,No,Month-to-Month,1761.05,0.0,80,412.49,Churned
Male,37,No,0,Fallbrook,0,10,Yes,No,Yes,Fiber Optic,2.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1081.45,0.0,0,83.8,Churned
Male,33,Yes,2,Crescent Mills,4,13,Yes,Yes,Yes,DSL,23.0,Yes,Yes,Yes,No,No,Yes,Month-to-Month,930.05,0.0,0,179.01,Stayed
Female,39,No,0,Solana Beach,0,41,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,865.0,46.78,0,271.01,Stayed
Male,48,No,0,San Fernando,0,9,Yes,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Month-to-Month,684.85,0.0,0,312.75,Stayed
