Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City,Phone Service,Multiple Lines,Internet Service,Internet Type,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Customer Status,# Streaming Services
39.0,0.0,1.0,34.0,4.0,2874.15,0.0,0.0,1386.52,Female,Yes,Whitmore,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
49.0,0.0,1.0,47.0,11.0,3021.45,0.0,40.0,308.32,Female,Yes,Shafter,Yes,No,Yes,DSL,Yes,No,No,One Year,Stayed,1
42.0,0.0,1.0,69.0,27.0,7446.9,0.0,0.0,2566.8,Female,Yes,Milpitas,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
38.0,0.0,0.0,70.0,3.0,6385.95,0.0,100.0,938.0,Female,No,Chula Vista,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,One Year,Stayed,0
35.0,0.0,0.0,17.0,18.0,353.65,0.0,0.0,74.46,Female,No,Sacramento,Yes,No,No,None,No,No,No,One Year,Stayed,0
35.0,7.0,0.0,1.0,14.4,19.25,0.0,0.0,12.81,Male,No,Visalia,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
56.0,0.0,1.0,46.0,10.2,1174.8,0.0,0.0,848.7,Male,Yes,Garden Grove,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
38.0,0.0,0.0,54.0,9.0,5440.9,0.0,0.0,2258.82,Female,No,Hawaiian Gardens,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,3
46.0,1.0,4.0,1.0,8.8,19.9,0.0,0.0,45.77,Male,Yes,San Diego,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
63.0,0.0,0.0,8.0,26.0,438.05,0.0,0.0,244.24,Male,No,Beverly Hills,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,2
53.0,0.0,0.0,12.0,24.0,1046.1,7.39,120.0,153.0,Female,No,Klamath River,Yes,Yes,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,3
51.0,3.0,0.0,33.0,16.8,682.15,0.0,0.0,698.28,Male,No,Irvine,Yes,No,No,None,No,No,No,One Year,Stayed,0
57.0,0.0,1.0,21.0,16.0,2254.2,0.0,0.0,25.41,Female,Yes,Los Angeles,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
62.0,2.0,0.0,1.0,29.0,44.0,0.0,0.0,15.66,Male,No,Blythe,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
35.0,0.0,7.0,33.0,30.0,2453.3,0.0,0.0,1612.05,Male,Yes,Glendale,Yes,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,3
38.0,0.0,0.0,11.0,12.0,829.3,0.0,0.0,523.71,Female,No,Orange,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,3
57.0,0.0,0.0,47.0,13.4,1046.2,0.0,0.0,164.03,Female,No,Duncans Mills,Yes,No,No,None,No,No,No,Two Year,Stayed,0
75.0,0.0,0.0,7.0,26.0,265.8,0.0,0.0,0.0,Male,No,San Jose,No,No,Yes,DSL,No,Yes,Yes,Two Year,Stayed,1
54.0,0.0,1.0,49.0,22.0,4853.75,14.24,0.0,1003.52,Male,Yes,Sausalito,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
38.0,0.0,5.0,55.0,4.0,4458.15,0.0,0.0,1067.55,Female,Yes,Temecula,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
49.0,0.0,0.0,20.0,16.2,375.25,0.0,0.0,960.6,Female,Yes,Citrus Heights,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
79.0,0.0,8.0,28.0,16.4,734.6,0.0,0.0,715.96,Female,Yes,Friant,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
69.0,0.0,0.0,1.0,5.0,69.75,0.0,0.0,33.84,Male,No,Concord,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
36.0,0.0,2.0,4.0,3.0,235.05,0.0,0.0,27.08,Female,Yes,Butte City,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,0
24.0,0.0,0.0,42.0,22.4,844.45,0.0,0.0,769.02,Female,No,La Grange,Yes,No,No,None,No,No,No,Two Year,Stayed,0
46.0,0.0,0.0,1.0,14.0,69.9,0.0,10.0,9.36,Male,No,Lakeport,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Stayed,0
38.0,0.0,0.0,4.0,30.0,234.85,0.0,0.0,83.04,Male,No,San Francisco,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,1
52.0,0.0,0.0,41.0,17.8,775.6,0.0,0.0,634.68,Female,No,Oak View,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
42.0,0.0,0.0,13.0,22.8,257.0,0.0,0.0,212.55,Male,No,Burbank,Yes,No,No,None,No,No,No,One Year,Stayed,0
33.0,1.0,3.0,50.0,15.6,1261.45,0.0,0.0,1115.0,Male,Yes,Glendale,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
70.0,0.0,0.0,1.0,30.0,69.85,0.0,40.0,43.45,Female,No,Moorpark,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,0
49.0,0.0,0.0,1.0,28.0,45.3,0.0,0.0,34.37,Male,No,Santa Rosa,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
67.0,1.0,6.0,66.0,30.0,6891.45,0.0,0.0,2599.08,Female,Yes,Copperopolis,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
61.0,3.0,0.0,10.0,23.0,223.9,0.0,0.0,344.7,Male,No,Bloomington,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
78.0,0.0,1.0,2.0,18.0,172.85,0.0,0.0,35.46,Female,Yes,Hermosa Beach,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
21.0,0.0,1.0,1.0,34.6,19.65,0.0,0.0,23.41,Male,Yes,San Andreas,Yes,No,No,None,No,No,No,One Year,Stayed,0
57.0,0.0,0.0,2.0,23.8,35.1,0.0,0.0,4.92,Female,No,Encino,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
80.0,0.0,0.0,1.0,17.0,75.3,0.0,20.0,35.09,Female,No,Thermal,Yes,No,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Churned,0
76.0,0.0,0.0,16.0,16.0,1529.2,0.0,0.0,620.0,Female,No,Escondido,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
47.0,3.0,1.0,27.0,53.0,2209.75,0.0,0.0,424.17,Male,Yes,Madeline,Yes,No,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,0
58.0,0.0,0.0,58.0,24.8,1131.5,0.0,0.0,1696.5,Male,No,Porterville,Yes,No,No,None,No,No,No,Two Year,Stayed,0
70.0,0.0,1.0,3.0,27.0,279.55,0.0,0.0,96.93,Male,Yes,Richmond,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
36.0,0.0,0.0,8.0,16.0,554.45,0.0,0.0,298.96,Female,No,San Diego,Yes,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,1
52.0,0.0,8.0,71.0,28.0,7472.15,0.0,0.0,2066.81,Male,Yes,Winters,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
63.0,0.0,1.0,9.0,5.0,754.65,0.0,50.0,127.89,Female,Yes,Canoga Park,Yes,Yes,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,1
67.0,0.0,1.0,28.0,20.0,2812.2,0.0,0.0,460.04,Female,Yes,San Diego,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,2
33.0,0.0,1.0,3.0,29.0,216.75,0.0,0.0,45.06,Female,Yes,Encinitas,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
25.0,0.0,0.0,22.0,52.0,1855.65,0.0,0.0,639.54,Female,No,Santa Rosa,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
36.0,0.0,0.0,63.0,17.0,7049.75,0.0,0.0,827.82,Male,No,Los Alamos,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
46.0,0.0,0.0,34.0,16.0,1889.5,0.0,0.0,581.06,Male,No,Los Angeles,Yes,No,Yes,DSL,Yes,No,Yes,One Year,Stayed,0
54.0,0.0,0.0,15.0,22.0,297.3,0.0,0.0,597.6,Female,No,San Jose,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
41.0,0.0,1.0,1.0,18.0,70.0,0.0,10.0,19.15,Male,Yes,Alhambra,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,0
51.0,0.0,0.0,22.0,17.0,2095.0,0.0,0.0,790.46,Male,No,Bayside,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
44.0,0.0,1.0,20.0,10.0,482.8,0.0,0.0,0.0,Female,Yes,Lompoc,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
62.0,1.0,1.0,8.0,18.0,482.25,0.0,0.0,310.24,Female,Yes,Gardena,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
60.0,3.0,6.0,24.0,53.0,2033.05,0.0,0.0,994.8,Female,Yes,Boonville,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,0
48.0,0.0,0.0,1.0,23.0,85.45,0.0,0.0,22.97,Female,No,Squaw Valley,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
39.0,0.0,0.0,72.0,18.4,1866.45,0.0,0.0,486.0,Female,No,Myers Flat,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
73.0,0.0,0.0,14.0,3.0,1058.1,32.71,0.0,102.76,Female,No,Oakland,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,0
48.0,2.0,6.0,2.0,19.0,143.9,0.0,0.0,58.2,Male,Yes,Ventura,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
60.0,0.0,0.0,6.0,22.0,312.7,0.0,0.0,160.56,Male,No,Los Angeles,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,0
58.0,0.0,0.0,12.0,23.0,228.75,0.0,0.0,501.36,Female,No,Independence,Yes,No,No,None,No,No,No,One Year,Stayed,0
61.0,0.0,0.0,7.0,4.0,515.45,0.0,0.0,192.22,Female,No,Thousand Palms,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
77.0,0.0,0.0,72.0,25.6,1802.55,28.93,0.0,2087.28,Male,Yes,Montebello,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
23.0,0.0,4.0,10.0,42.0,765.15,0.0,0.0,380.3,Female,Yes,Rosamond,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
77.0,0.0,0.0,20.0,12.0,1782.4,0.0,80.0,974.6,Female,No,Hemet,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Churned,1
44.0,0.0,0.0,15.0,4.0,1302.65,0.0,0.0,93.3,Female,No,Suisun City,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,0
56.0,0.0,0.0,58.0,16.0,3795.45,0.0,0.0,1709.26,Female,No,Wilseyville,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
30.0,3.0,0.0,20.0,24.2,374.5,0.0,0.0,455.6,Male,No,Desert Center,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
47.0,0.0,0.0,4.0,18.8,68.2,0.0,0.0,27.44,Male,No,Santa Maria,Yes,No,No,None,No,No,No,One Year,Stayed,0
53.0,1.0,9.0,35.0,5.8,949.8,0.0,0.0,1146.25,Female,Yes,Duncans Mills,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
19.0,0.0,0.0,1.0,38.4,20.95,0.0,0.0,40.48,Female,No,Santa Cruz,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
43.0,0.0,0.0,9.0,26.2,178.85,0.0,0.0,422.46,Female,No,Citrus Heights,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
50.0,0.0,0.0,20.0,25.0,1879.25,15.43,30.0,494.6,Female,No,Chatsworth,Yes,Yes,Yes,Fiber Optic,No,No,No,Month-to-Month,Stayed,1
44.0,1.0,0.0,35.0,22.8,644.5,0.0,0.0,893.2,Female,No,Big Bear Lake,Yes,No,No,None,No,No,No,One Year,Stayed,0
46.0,0.0,0.0,21.0,9.0,1737.45,0.0,0.0,1030.05,Male,No,Riverside,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,2
76.0,0.0,0.0,49.0,14.0,5070.4,0.0,0.0,1217.16,Female,No,Bloomington,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,3
51.0,0.0,0.0,47.0,10.0,4849.1,0.0,0.0,683.38,Female,No,Reedley,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
23.0,0.0,0.0,30.0,42.0,1187.05,0.0,0.0,0.0,Female,No,Auberry,No,No,Yes,Cable,No,Yes,Yes,One Year,Stayed,2
60.0,0.0,6.0,53.0,23.4,1039.45,14.67,0.0,601.55,Female,Yes,Mc Farland,Yes,No,No,None,No,No,No,One Year,Stayed,0
69.0,0.0,0.0,2.0,19.0,161.5,0.0,0.0,94.94,Female,No,Delano,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
71.0,0.0,1.0,60.0,25.0,6401.25,0.0,110.0,2202.6,Female,Yes,Santa Ysabel,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Stayed,3
27.0,1.0,8.0,8.0,32.0,130.25,0.0,0.0,92.56,Male,Yes,Alturas,Yes,No,No,None,No,No,No,Two Year,Stayed,0
76.0,0.0,0.0,2.0,20.0,180.25,0.0,0.0,25.92,Male,No,Clipper Mills,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Churned,1
34.0,0.0,0.0,51.0,2.0,5038.15,0.0,0.0,2158.83,Male,No,Alderpoint,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
68.0,0.0,1.0,27.0,25.0,1032.0,0.0,30.0,0.0,Male,Yes,Davenport,No,No,Yes,DSL,No,No,No,Month-to-Month,Churned,1
61.0,0.0,0.0,12.0,16.0,1115.15,0.0,0.0,417.72,Female,No,San Diego,Yes,No,Yes,Fiber Optic,Yes,No,Yes,One Year,Churned,3
48.0,0.0,0.0,4.0,16.0,96.05,0.0,0.0,0.0,Female,No,Kernville,No,No,Yes,Cable,No,No,Yes,Month-to-Month,Churned,0
60.0,0.0,0.0,31.0,12.0,2640.55,0.0,0.0,1303.55,Male,No,Lakeport,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
45.0,0.0,0.0,10.0,14.0,492.1,0.0,0.0,135.1,Male,No,San Leandro,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
53.0,0.0,3.0,41.0,16.0,3339.05,0.0,0.0,542.43,Female,Yes,San Diego,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,0
69.0,0.0,0.0,18.0,23.0,865.75,0.0,0.0,740.34,Female,No,Vacaville,Yes,No,Yes,Cable,No,No,Yes,One Year,Stayed,0
37.0,0.0,0.0,10.0,21.0,777.3,0.0,0.0,398.5,Female,No,Sutter Creek,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
66.0,0.0,0.0,49.0,2.0,4718.25,0.0,0.0,1585.64,Male,No,Coalinga,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
29.0,0.0,0.0,62.0,21.0,1253.65,0.0,0.0,878.54,Male,No,Greenbrae,Yes,No,No,None,No,No,No,Two Year,Stayed,0
48.0,0.0,10.0,42.0,8.0,2032.3,0.0,0.0,0.0,Male,Yes,Victorville,No,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,1
21.0,0.0,0.0,24.0,52.0,2259.35,0.0,0.0,433.68,Female,No,Montebello,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Stayed,2
22.0,0.0,0.0,65.0,15.6,1725.0,0.0,0.0,1327.95,Male,No,Bakersfield,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
57.0,1.0,1.0,72.0,14.0,7657.4,0.0,0.0,461.52,Female,Yes,Hacienda Heights,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,1
55.0,0.0,0.0,5.0,2.0,210.75,39.27,0.0,0.0,Female,No,Larkspur,No,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Churned,2
72.0,0.0,4.0,70.0,3.0,5411.4,25.67,0.0,1180.9,Female,Yes,Fowler,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Two Year,Stayed,0
79.0,0.0,1.0,50.0,23.0,5189.75,0.0,0.0,1829.0,Female,Yes,Nicasio,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,One Year,Stayed,3
34.0,0.0,0.0,2.0,8.0,77.15,0.0,0.0,0.0,Male,No,Torrance,No,No,Yes,DSL,Yes,Yes,Yes,Month-to-Month,Churned,0
59.0,1.0,11.0,43.0,25.0,4013.8,25.49,0.0,1815.46,Male,Yes,Encino,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,0
41.0,0.0,9.0,72.0,25.0,6563.4,0.0,0.0,691.2,Female,Yes,Lake Hughes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Two Year,Stayed,0
54.0,0.0,1.0,5.0,23.0,404.2,24.44,0.0,35.0,Female,Yes,Novato,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
41.0,0.0,0.0,17.0,4.0,1410.25,0.0,0.0,845.07,Male,No,San Diego,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,0
35.0,0.0,0.0,4.0,30.4,77.5,0.0,0.0,150.64,Female,No,Bellflower,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
59.0,3.0,1.0,15.0,24.6,288.05,0.0,0.0,467.1,Male,Yes,San Diego,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
32.0,0.0,0.0,1.0,26.0,45.4,0.0,0.0,38.31,Female,No,Nicolaus,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Churned,0
75.0,0.0,0.0,31.0,24.0,2845.15,0.0,100.0,1448.01,Male,No,Escondido,Yes,Yes,Yes,Fiber Optic,No,No,No,Two Year,Stayed,1
50.0,0.0,0.0,17.0,17.6,369.05,0.0,0.0,668.78,Male,No,Hood,Yes,No,No,None,No,No,No,Two Year,Stayed,0
31.0,0.0,0.0,1.0,26.0,45.05,0.0,70.0,13.84,Male,No,Waterford,Yes,No,Yes,DSL,No,No,No,Month-to-Month,Churned,0
41.0,2.0,0.0,9.0,29.0,857.25,0.0,0.0,244.89,Female,No,Beverly Hills,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
79.0,0.0,0.0,71.0,28.4,1766.75,0.0,0.0,337.25,Male,No,Valley Center,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
24.0,0.0,4.0,26.0,51.0,978.6,0.0,0.0,0.0,Female,Yes,El Centro,No,No,Yes,DSL,Yes,No,Yes,One Year,Stayed,0
45.0,1.0,0.0,1.0,15.8,24.0,0.0,0.0,32.95,Female,No,Laguna Niguel,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
68.0,0.0,9.0,11.0,2.0,880.05,0.0,0.0,320.65,Female,Yes,Fallbrook,Yes,No,Yes,Fiber Optic,No,Yes,Yes,One Year,Stayed,1
34.0,0.0,2.0,71.0,19.0,5832.65,0.0,0.0,2002.91,Male,Yes,Topaz,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
34.0,0.0,1.0,4.0,24.8,93.45,0.0,0.0,116.56,Female,Yes,Fresno,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
79.0,0.0,0.0,9.0,7.0,494.05,0.0,0.0,22.05,Male,No,Yuba City,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
61.0,2.0,3.0,53.0,16.0,3729.6,0.0,0.0,1679.57,Male,Yes,Norwalk,Yes,No,Yes,DSL,No,Yes,Yes,Two Year,Stayed,1
37.0,0.0,1.0,58.0,20.0,5435.6,0.0,0.0,211.7,Female,Yes,Cassel,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
40.0,0.0,8.0,10.0,5.0,808.5,0.0,0.0,310.9,Female,Yes,San Mateo,Yes,No,Yes,DSL,Yes,No,Yes,Two Year,Stayed,3
36.0,0.0,0.0,43.0,12.0,3954.1,0.0,0.0,1141.65,Female,No,Whittier,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,1
46.0,0.0,0.0,2.0,2.0,152.45,0.0,0.0,32.28,Male,No,Mcarthur,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Churned,0
53.0,0.0,0.0,4.0,20.2,68.45,0.0,0.0,5.2,Female,No,Santa Barbara,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
56.0,0.0,5.0,65.0,13.0,6416.7,0.0,0.0,858.0,Female,Yes,Surfside,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Two Year,Stayed,1
29.0,2.0,0.0,13.0,27.0,1299.1,2.76,0.0,155.87,Female,No,Winton,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
29.0,0.0,3.0,49.0,52.0,2633.95,0.0,0.0,2067.31,Male,Yes,Penn Valley,Yes,Yes,Yes,Cable,No,No,Yes,One Year,Stayed,0
44.0,0.0,8.0,8.0,28.8,146.6,0.0,0.0,136.72,Female,Yes,Cutler,Yes,No,No,None,No,No,No,Two Year,Stayed,0
64.0,2.0,1.0,72.0,26.0,6397.6,0.0,0.0,1485.36,Male,Yes,Van Nuys,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
73.0,0.0,0.0,43.0,18.0,1500.25,0.0,40.0,0.0,Female,No,Willows,No,No,Yes,DSL,No,No,No,Two Year,Stayed,0
79.0,0.0,5.0,52.0,11.0,5481.25,0.0,0.0,2028.0,Male,Yes,Camarillo,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,2
25.0,0.0,0.0,61.0,42.0,7365.7,0.0,0.0,2365.58,Female,No,Goodyears Bar,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,3
23.0,0.0,0.0,69.0,46.0,5502.55,0.0,80.0,1825.05,Male,No,Hemet,Yes,Yes,Yes,DSL,Yes,Yes,No,Two Year,Stayed,1
62.0,3.0,8.0,70.0,53.0,6669.05,0.0,0.0,2266.6,Male,Yes,Los Angeles,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,1
43.0,0.0,0.0,71.0,19.6,1898.1,0.0,0.0,2774.68,Male,No,Berkeley,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
72.0,0.0,1.0,10.0,30.0,934.1,0.0,100.0,111.2,Male,Yes,San Diego,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Month-to-Month,Churned,1
58.0,0.0,0.0,69.0,11.0,7348.8,0.0,0.0,1854.72,Male,No,Sacramento,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Churned,3
37.0,1.0,1.0,46.0,10.0,3846.35,0.0,0.0,2113.7,Male,Yes,Soda Springs,Yes,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,3
57.0,0.0,0.0,28.0,11.0,1654.7,0.0,0.0,316.96,Female,No,Aliso Viejo,Yes,No,Yes,DSL,No,Yes,Yes,One Year,Stayed,0
55.0,0.0,0.0,11.0,23.0,697.25,0.0,0.0,55.0,Female,No,Santa Ana,Yes,No,Yes,Cable,Yes,Yes,Yes,One Year,Stayed,2
73.0,0.0,9.0,61.0,20.0,3902.6,0.0,0.0,2088.64,Male,Yes,Riverside,Yes,Yes,Yes,DSL,No,No,Yes,One Year,Stayed,2
20.0,0.0,0.0,3.0,30.0,108.95,0.0,0.0,0.0,Female,No,Orange,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,1
55.0,0.0,0.0,6.0,28.0,494.95,0.0,0.0,177.12,Male,No,Pleasant Grove,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
57.0,0.0,0.0,3.0,22.0,313.6,0.0,0.0,142.5,Male,No,Richgrove,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
78.0,0.0,0.0,22.0,28.0,1545.4,0.0,0.0,1099.56,Female,No,Fontana,Yes,No,Yes,DSL,Yes,Yes,Yes,One Year,Stayed,2
40.0,0.0,0.0,52.0,19.0,3038.55,0.0,0.0,0.0,Female,No,Wheatland,No,No,Yes,DSL,Yes,No,Yes,Two Year,Stayed,3
35.0,0.0,8.0,72.0,26.0,6033.1,0.0,0.0,2524.32,Male,Yes,El Segundo,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
45.0,0.0,0.0,29.0,19.0,1970.5,0.0,0.0,29.58,Female,No,Princeton,Yes,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Churned,2
52.0,0.0,0.0,1.0,18.8,19.4,0.0,0.0,3.14,Male,No,Brisbane,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
40.0,2.0,9.0,50.0,8.4,938.95,0.0,0.0,1349.0,Male,Yes,El Nido,Yes,No,No,None,No,No,No,One Year,Stayed,0
30.0,1.0,3.0,7.0,35.8,150.75,0.0,0.0,40.88,Female,Yes,Lakewood,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
61.0,0.0,0.0,40.0,6.0,2023.55,0.0,0.0,931.2,Female,No,Weimar,Yes,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,0
35.0,0.0,0.0,12.0,17.0,260.7,0.0,0.0,320.04,Female,No,Covina,Yes,No,No,None,No,No,No,One Year,Stayed,0
33.0,0.0,0.0,9.0,20.0,530.05,0.0,0.0,352.71,Female,No,Escondido,Yes,No,Yes,Cable,No,Yes,Yes,Month-to-Month,Stayed,1
52.0,0.0,0.0,8.0,6.0,408.25,0.0,0.0,167.2,Female,No,San Mateo,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,0
34.0,0.0,7.0,71.0,5.0,5357.75,0.0,0.0,2441.69,Male,Yes,Ladera Ranch,Yes,Yes,Yes,DSL,No,Yes,Yes,Two Year,Stayed,1
54.0,0.0,3.0,72.0,16.2,1304.8,0.0,0.0,187.92,Male,Yes,Palo Alto,Yes,No,No,None,No,No,No,Two Year,Stayed,0
41.0,2.0,9.0,34.0,16.0,2839.45,0.0,0.0,309.06,Female,Yes,Pebble Beach,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
60.0,0.0,0.0,24.0,18.6,592.65,0.0,0.0,1135.92,Male,No,Baker,Yes,Yes,No,None,No,No,No,One Year,Stayed,0
