Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City_0,City_1,City_2,City_3,City_4,City_5,City_6,City_7,City_8,City_9,City_10,Phone Service,Multiple Lines,Internet Service,Internet Type_0,Internet Type_1,Internet Type_2,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Customer Status
67.0,0.0,0.0,2.0,25.0,142.35,0.0,0.0,25.04,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
19.0,1.0,6.0,48.0,27.0,3023.65,0.0,0.0,2143.68,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,2,0
48.0,0.0,0.0,7.0,23.0,533.6,0.0,0.0,11.69,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
30.0,0.0,0.0,1.0,52.0,54.35,0.0,0.0,25.39,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
36.0,0.0,1.0,53.0,20.0,5718.2,0.0,0.0,954.0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,0
47.0,0.0,0.0,1.0,26.0,55.0,0.0,0.0,32.74,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1
37.0,5.0,5.0,27.0,30.0,1336.15,0.0,0.0,521.64,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0
49.0,1.0,4.0,56.0,28.0,4968.0,0.0,0.0,726.32,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0
49.0,0.0,0.0,67.0,3.0,5293.4,0.0,0.0,2865.59,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,3,1
63.0,0.0,0.0,17.0,21.8,337.9,43.68,0.0,65.28,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
27.0,0.0,0.0,18.0,42.0,1395.05,0.0,0.0,273.24,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
75.0,0.0,0.0,37.0,29.0,1315.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0
41.0,0.0,0.0,48.0,18.2,982.95,0.0,0.0,1616.64,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
29.0,3.0,0.0,1.0,52.0,44.4,0.0,0.0,7.14,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
38.0,0.0,7.0,8.0,38.4,161.15,0.0,0.0,178.72,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
36.0,0.0,0.0,50.0,9.0,5038.45,0.0,0.0,755.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,3,0
37.0,0.0,0.0,1.0,13.0,24.9,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
39.0,1.0,5.0,10.0,32.2,257.5,0.0,0.0,228.3,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
73.0,0.0,0.0,6.0,30.0,503.6,0.0,0.0,176.46,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1
61.0,0.0,0.0,56.0,13.0,4284.65,0.0,90.0,1031.52,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,2,0
64.0,0.0,1.0,14.0,9.0,1259.0,0.0,0.0,190.96,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1
37.0,0.0,0.0,1.0,26.0,44.75,0.0,10.0,18.57,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
64.0,0.0,0.0,34.0,13.0,3899.05,0.0,0.0,761.94,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,0
52.0,0.0,5.0,72.0,3.0,8468.2,0.0,0.0,2214.0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,0
41.0,0.0,0.0,17.0,17.6,365.8,0.0,0.0,725.22,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
41.0,2.0,3.0,68.0,19.0,7173.15,0.0,0.0,2135.2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,3,0
38.0,0.0,0.0,47.0,13.0,2879.9,0.0,0.0,1680.25,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,3,0
68.0,0.0,0.0,16.0,9.0,1511.2,0.0,0.0,150.88,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
58.0,3.0,4.0,44.0,52.0,2549.1,0.0,130.0,2047.76,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
41.0,0.0,1.0,3.0,25.4,51.15,0.0,0.0,112.83,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
37.0,0.0,0.0,22.0,18.0,2142.8,0.0,0.0,1057.54,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0
49.0,0.0,0.0,23.0,2.0,2470.1,0.0,0.0,374.44,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
60.0,0.0,0.0,3.0,17.8,71.2,0.0,0.0,4.41,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
25.0,0.0,0.0,44.0,41.0,4510.8,0.0,0.0,1686.52,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,2,0
67.0,0.0,0.0,5.0,15.0,408.5,0.0,0.0,91.9,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,3,0
26.0,0.0,0.0,4.0,32.4,63.0,0.0,0.0,27.52,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
35.0,0.0,0.0,4.0,27.8,84.5,0.0,0.0,130.16,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
57.0,0.0,0.0,3.0,25.0,155.65,0.0,0.0,10.92,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
55.0,0.0,0.0,54.0,24.0,4667.0,0.0,0.0,1467.18,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
40.0,0.0,0.0,14.0,24.6,321.7,0.0,0.0,469.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0
48.0,0.0,0.0,25.0,21.0,1863.8,0.0,0.0,34.25,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,2,1
72.0,1.0,0.0,27.0,18.0,2135.5,0.0,10.0,89.91,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1
33.0,0.0,0.0,1.0,25.0,74.5,0.0,0.0,13.61,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
73.0,0.0,3.0,12.0,13.0,943.85,0.0,20.0,445.8,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,0
55.0,1.0,0.0,69.0,21.0,6856.45,0.0,0.0,583.74,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,3,0
52.0,1.0,0.0,35.0,19.0,1655.35,0.0,130.0,1358.7,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
70.0,0.0,0.0,2.0,14.0,196.75,0.0,0.0,50.38,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1
32.0,0.0,0.0,20.0,19.6,433.75,0.0,0.0,218.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
36.0,0.0,0.0,26.0,8.0,1237.3,0.0,0.0,1146.86,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0
44.0,0.0,0.0,3.0,21.0,108.7,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
20.0,3.0,0.0,4.0,30.4,84.2,0.0,0.0,155.88,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
47.0,3.0,8.0,7.0,53.0,554.05,0.0,0.0,113.54,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
46.0,0.0,0.0,2.0,11.0,74.9,0.0,10.0,49.8,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
80.0,0.0,1.0,46.0,22.0,4680.05,0.0,0.0,246.56,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
38.0,0.0,1.0,5.0,22.0,470.95,44.16,0.0,5.6,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1
33.0,0.0,0.0,10.0,23.0,374.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0
73.0,0.0,0.0,13.0,21.0,940.35,0.0,0.0,524.81,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1
55.0,0.0,3.0,71.0,20.4,1836.9,0.0,0.0,2281.23,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
23.0,0.0,0.0,42.0,41.0,2421.6,0.0,0.0,1236.48,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,2,0
44.0,0.0,1.0,61.0,24.0,6281.45,0.0,0.0,2787.7,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
53.0,0.0,0.0,2.0,3.0,157.75,0.0,0.0,13.48,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
56.0,0.0,0.0,39.0,6.0,1905.4,3.51,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0
35.0,3.0,9.0,15.0,22.0,239.75,0.0,0.0,740.4,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
41.0,0.0,0.0,7.0,6.0,278.4,0.0,0.0,210.28,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
64.0,0.0,0.0,15.0,22.0,331.6,0.0,0.0,592.35,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
35.0,0.0,5.0,61.0,23.0,6383.9,0.0,0.0,2203.93,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,2,0
43.0,1.0,3.0,19.0,17.0,962.9,0.0,0.0,140.98,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
25.0,0.0,0.0,59.0,23.6,1510.5,0.0,0.0,1527.51,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
61.0,1.0,0.0,30.0,17.0,1307.8,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0
65.0,0.0,7.0,62.0,3.0,5629.55,0.0,0.0,1704.38,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0
40.0,0.0,2.0,2.0,16.6,35.9,0.0,0.0,30.28,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1
61.0,0.0,0.0,18.0,26.0,1358.6,29.76,0.0,358.74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
70.0,0.0,1.0,20.0,16.0,1259.35,0.0,0.0,179.6,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,2,0
57.0,2.0,0.0,5.0,21.0,235.2,0.0,0.0,67.7,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
58.0,0.0,1.0,42.0,22.0,3588.4,0.0,0.0,450.66,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
43.0,0.0,2.0,10.0,20.0,525.5,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,3,0
41.0,1.0,6.0,52.0,28.0,4993.4,0.0,0.0,1616.68,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0
21.0,1.0,6.0,45.0,20.4,903.7,0.0,0.0,775.35,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
73.0,0.0,2.0,69.0,14.0,7610.1,0.0,0.0,572.7,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,0
52.0,0.0,0.0,36.0,4.0,3886.45,0.0,0.0,1022.76,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0
72.0,0.0,0.0,8.0,13.0,600.15,0.0,0.0,17.44,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,3,0
54.0,0.0,0.0,2.0,8.0,135.2,0.0,0.0,31.34,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
45.0,0.0,0.0,3.0,7.0,196.15,0.0,0.0,77.88,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1
20.0,0.0,6.0,52.0,48.0,5624.85,27.6,0.0,550.68,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
56.0,0.0,0.0,13.0,25.0,251.65,0.0,0.0,609.96,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
60.0,2.0,1.0,38.0,8.4,763.1,0.0,0.0,1395.36,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
21.0,0.0,0.0,61.0,30.0,6423.0,0.0,0.0,941.84,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0
24.0,0.0,0.0,16.0,20.0,327.45,0.0,0.0,336.64,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
25.0,2.0,0.0,18.0,30.0,992.7,0.0,0.0,315.18,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
33.0,0.0,6.0,23.0,17.0,1414.2,0.0,0.0,317.17,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,3,0
64.0,0.0,0.0,1.0,25.0,69.7,0.0,0.0,21.52,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
65.0,0.0,0.0,46.0,26.0,3255.35,0.0,0.0,737.84,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,0
25.0,0.0,0.0,26.0,47.0,1022.5,0.0,0.0,0.0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0
41.0,0.0,0.0,11.0,29.0,815.5,0.0,0.0,277.64,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
42.0,3.0,0.0,35.0,23.0,2136.9,0.0,0.0,1368.85,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
75.0,0.0,0.0,6.0,27.0,434.1,0.0,20.0,53.46,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
41.0,0.0,2.0,31.0,15.0,2424.45,0.0,0.0,848.47,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,2,0
50.0,0.0,0.0,1.0,25.0,69.8,0.0,10.0,22.86,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
67.0,0.0,0.0,38.0,27.0,2250.65,0.0,0.0,991.8,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
31.0,0.0,0.0,2.0,10.0,153.05,0.0,0.0,75.52,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
76.0,0.0,0.0,16.0,7.0,1350.15,0.0,0.0,280.16,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
57.0,2.0,4.0,42.0,17.2,854.9,0.0,0.0,391.86,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
52.0,0.0,0.0,56.0,30.2,1444.05,0.0,0.0,2677.92,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0
68.0,0.0,0.0,13.0,20.0,731.3,0.0,0.0,136.63,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,2,0
21.0,0.0,4.0,59.0,48.0,6039.9,0.0,0.0,544.57,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
39.0,0.0,0.0,26.0,6.0,1156.55,0.0,0.0,0.0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0
58.0,1.0,0.0,54.0,11.0,5826.65,0.0,10.0,1130.22,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,2,0
27.0,0.0,0.0,40.0,9.8,973.95,0.0,0.0,1098.8,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0
32.0,1.0,0.0,8.0,14.0,645.8,0.0,0.0,298.24,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,3,0
72.0,0.0,1.0,25.0,4.0,2191.15,0.0,0.0,486.0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,3,0
51.0,0.0,0.0,2.0,22.0,146.05,0.0,10.0,99.58,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
31.0,3.0,4.0,42.0,8.4,761.85,0.0,0.0,1455.72,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
21.0,1.0,2.0,51.0,47.0,5000.05,0.0,0.0,939.42,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,2,0
56.0,2.0,1.0,58.0,26.2,1509.9,0.0,0.0,1711.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
44.0,0.0,1.0,12.0,20.0,999.8,0.0,0.0,535.2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
59.0,3.0,10.0,9.0,24.2,172.35,0.0,0.0,112.95,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
39.0,0.0,0.0,46.0,10.8,1165.9,0.0,0.0,211.6,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0
53.0,0.0,0.0,7.0,17.0,112.3,0.0,0.0,63.98,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
48.0,2.0,1.0,8.0,24.0,345.5,0.0,0.0,54.24,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0
35.0,0.0,0.0,16.0,16.0,1129.35,39.99,0.0,208.64,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
60.0,0.0,0.0,10.0,10.0,830.7,0.0,0.0,497.0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
35.0,0.0,0.0,16.0,17.0,1194.3,0.0,0.0,751.84,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
26.0,0.0,0.0,5.0,46.0,474.8,0.0,0.0,172.45,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
35.0,0.0,0.0,52.0,5.0,3042.25,0.0,0.0,1759.68,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,2,0
52.0,0.0,0.0,1.0,8.0,69.65,0.0,0.0,49.24,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
69.0,0.0,1.0,70.0,20.0,7101.5,15.24,0.0,1221.5,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
75.0,0.0,3.0,49.0,14.0,4547.25,0.0,0.0,1123.08,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1
20.0,0.0,0.0,4.0,30.4,78.3,0.0,0.0,167.76,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,0.0,1.0,17.0,51.0,1574.45,0.0,0.0,713.15,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1
37.0,0.0,8.0,14.0,10.0,1185.0,0.0,0.0,637.98,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0
62.0,0.0,0.0,59.0,9.0,4070.95,0.0,150.0,1670.88,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,2,0
55.0,0.0,0.0,47.0,5.0,2813.05,0.0,0.0,1238.45,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0
43.0,0.0,1.0,47.0,7.0,5118.95,0.0,0.0,1773.78,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
40.0,0.0,0.0,5.0,20.0,500.1,0.0,0.0,195.65,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
41.0,0.0,1.0,11.0,30.0,483.7,0.0,0.0,273.13,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1
56.0,0.0,0.0,52.0,10.0,3342.45,0.0,130.0,2404.48,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,3,0
36.0,0.0,0.0,9.0,21.8,181.8,0.0,0.0,123.48,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
48.0,0.0,0.0,9.0,29.0,405.7,5.9,0.0,366.57,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
40.0,0.0,0.0,10.0,11.0,846.0,0.0,0.0,271.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1
44.0,3.0,0.0,12.0,32.2,212.3,0.0,0.0,206.76,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
45.0,2.0,9.0,52.0,19.0,3482.85,16.86,0.0,286.52,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,2,0
57.0,0.0,3.0,43.0,20.0,2499.3,0.0,0.0,1601.75,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1
47.0,0.0,0.0,13.0,27.0,649.4,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0
63.0,0.0,0.0,3.0,23.0,246.3,0.0,10.0,15.6,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
66.0,0.0,1.0,16.0,20.0,1540.05,0.0,0.0,247.04,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0
79.0,0.0,5.0,45.0,26.2,1174.35,0.0,0.0,2020.95,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0
60.0,0.0,0.0,3.0,2.0,246.5,0.0,0.0,97.29,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
24.0,0.0,0.0,1.0,34.6,19.6,0.0,0.0,5.36,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
36.0,0.0,1.0,70.0,16.8,1724.15,0.0,0.0,1997.8,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0
46.0,2.0,1.0,3.0,15.0,91.7,0.0,0.0,0.0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
57.0,0.0,0.0,56.0,26.2,1334.0,0.0,0.0,144.48,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1
